transcript,audio_path
bingong,./content/dataset/bingong/bingong_abang.wav
bingong,./content/dataset/bingong/bingong_andra.wav
bingong,./content/dataset/bingong/bingong_apid.wav
bingong,./content/dataset/bingong/bingong_ari.wav
bingong,./content/dataset/bingong/bingong_bg_yasir.wav
bingong,./content/dataset/bingong/bingong_bulek.wav
bingong,./content/dataset/bingong/bingong_c_jal.wav
bingong,./content/dataset/bingong/bingong_daudi.wav
bingong,./content/dataset/bingong/bingong_dek_wah.wav
bingong,./content/dataset/bingong/bingong_dinda.wav
bingong,./content/dataset/bingong/bingong_faiz.wav
bingong,./content/dataset/bingong/bingong_imam.wav
bingong,./content/dataset/bingong/bingong_jahrol.wav
bingong,./content/dataset/bingong/bingong_jessie.wav
bingong,./content/dataset/bingong/bingong_jol.wav
bingong,./content/dataset/bingong/bingong_kakak.wav
bingong,./content/dataset/bingong/bingong_mamak.wav
bingong,./content/dataset/bingong/bingong_muharis.wav
bingong,./content/dataset/bingong/bingong_oja.wav
bingong,./content/dataset/bingong/bingong_oom.wav
bingong,./content/dataset/bingong/bingong_rafiq.wav
bingong,./content/dataset/bingong/bingong_reja.wav
bingong,./content/dataset/bingong/bingong_syifa.wav
bingong,./content/dataset/bingong/bingong_tajrit.wav
bingong,./content/dataset/bingong/bingong_te.wav
brok,./content/dataset/brok/brok_abang.wav
brok,./content/dataset/brok/brok_andra.wav
brok,./content/dataset/brok/brok_apid.wav
brok,./content/dataset/brok/brok_ari.wav
brok,./content/dataset/brok/brok_bg_yasir.wav
brok,./content/dataset/brok/brok_bulek.wav
brok,./content/dataset/brok/brok_c_jal.wav
brok,./content/dataset/brok/brok_daudi.wav
brok,./content/dataset/brok/brok_dek_wah.wav
brok,./content/dataset/brok/brok_dinda.wav
brok,./content/dataset/brok/brok_faiz.wav
brok,./content/dataset/brok/brok_imam.wav
brok,./content/dataset/brok/brok_jahrol.wav
brok,./content/dataset/brok/brok_jessie.wav
brok,./content/dataset/brok/brok_jol.wav
brok,./content/dataset/brok/brok_kakak.wav
brok,./content/dataset/brok/brok_mamak.wav
brok,./content/dataset/brok/brok_muharis.wav
brok,./content/dataset/brok/brok_oja.wav
brok,./content/dataset/brok/brok_oom.wav
brok,./content/dataset/brok/brok_rafiq.wav
brok,./content/dataset/brok/brok_reja.wav
brok,./content/dataset/brok/brok_syifa.wav
brok,./content/dataset/brok/brok_tajrit.wav
brok,./content/dataset/brok/brok_te.wav
buleun,./content/dataset/buleun/buleun_abang.wav
buleun,./content/dataset/buleun/buleun_andra.wav
buleun,./content/dataset/buleun/buleun_apid.wav
buleun,./content/dataset/buleun/buleun_ari.wav
buleun,./content/dataset/buleun/buleun_bg_yasir.wav
buleun,./content/dataset/buleun/buleun_bulek.wav
buleun,./content/dataset/buleun/buleun_c_jal.wav
buleun,./content/dataset/buleun/buleun_daudi.wav
buleun,./content/dataset/buleun/buleun_dek_wah.wav
buleun,./content/dataset/buleun/buleun_dinda.wav
buleun,./content/dataset/buleun/buleun_faiz.wav
buleun,./content/dataset/buleun/buleun_imam.wav
buleun,./content/dataset/buleun/buleun_jahrol.wav
buleun,./content/dataset/buleun/buleun_jessie.wav
buleun,./content/dataset/buleun/buleun_jol.wav
buleun,./content/dataset/buleun/buleun_kakak.wav
buleun,./content/dataset/buleun/buleun_mamak.wav
buleun,./content/dataset/buleun/buleun_muharis.wav
buleun,./content/dataset/buleun/buleun_oja.wav
buleun,./content/dataset/buleun/buleun_oom.wav
buleun,./content/dataset/buleun/buleun_rafiq.wav
buleun,./content/dataset/buleun/buleun_reja.wav
buleun,./content/dataset/buleun/buleun_syifa.wav
buleun,./content/dataset/buleun/buleun_tajrit.wav
buleun,./content/dataset/buleun/buleun_te.wav
bulut,./content/dataset/bulut/bulut_abang.wav
bulut,./content/dataset/bulut/bulut_andra.wav
bulut,./content/dataset/bulut/bulut_apid.wav
bulut,./content/dataset/bulut/bulut_ari.wav
bulut,./content/dataset/bulut/bulut_bg_yasir.wav
bulut,./content/dataset/bulut/bulut_bulek.wav
bulut,./content/dataset/bulut/bulut_c_jal.wav
bulut,./content/dataset/bulut/bulut_daudi.wav
bulut,./content/dataset/bulut/bulut_dek_wah.wav
bulut,./content/dataset/bulut/bulut_dinda.wav
bulut,./content/dataset/bulut/bulut_faiz.wav
bulut,./content/dataset/bulut/bulut_imam.wav
bulut,./content/dataset/bulut/bulut_jahrol.wav
bulut,./content/dataset/bulut/bulut_jessie.wav
bulut,./content/dataset/bulut/bulut_jol.wav
bulut,./content/dataset/bulut/bulut_kakak.wav
bulut,./content/dataset/bulut/bulut_mamak.wav
bulut,./content/dataset/bulut/bulut_muharis.wav
bulut,./content/dataset/bulut/bulut_oja.wav
bulut,./content/dataset/bulut/bulut_oom.wav
bulut,./content/dataset/bulut/bulut_rafiq.wav
bulut,./content/dataset/bulut/bulut_reja.wav
bulut,./content/dataset/bulut/bulut_syifa.wav
bulut,./content/dataset/bulut/bulut_tajrit.wav
bulut,./content/dataset/bulut/bulut_te.wav
cantek,./content/dataset/cantek/cantek_abang.wav
cantek,./content/dataset/cantek/cantek_andra.wav
cantek,./content/dataset/cantek/cantek_apid.wav
cantek,./content/dataset/cantek/cantek_ari.wav
cantek,./content/dataset/cantek/cantek_bg_yasir.wav
cantek,./content/dataset/cantek/cantek_bulek.wav
cantek,./content/dataset/cantek/cantek_c_jal.wav
cantek,./content/dataset/cantek/cantek_daudi.wav
cantek,./content/dataset/cantek/cantek_dek_wah.wav
cantek,./content/dataset/cantek/cantek_dinda.wav
cantek,./content/dataset/cantek/cantek_faiz.wav
cantek,./content/dataset/cantek/cantek_imam.wav
cantek,./content/dataset/cantek/cantek_jahrol.wav
cantek,./content/dataset/cantek/cantek_jessie.wav
cantek,./content/dataset/cantek/cantek_jol.wav
cantek,./content/dataset/cantek/cantek_kakak.wav
cantek,./content/dataset/cantek/cantek_mamak.wav
cantek,./content/dataset/cantek/cantek_muharis.wav
cantek,./content/dataset/cantek/cantek_oja.wav
cantek,./content/dataset/cantek/cantek_oom.wav
cantek,./content/dataset/cantek/cantek_rafiq.wav
cantek,./content/dataset/cantek/cantek_reja.wav
cantek,./content/dataset/cantek/cantek_syifa.wav
cantek,./content/dataset/cantek/cantek_tajrit.wav
cantek,./content/dataset/cantek/cantek_te.wav
deng,./content/dataset/deng/deng_abang.wav
deng,./content/dataset/deng/deng_andra.wav
deng,./content/dataset/deng/deng_apid.wav
deng,./content/dataset/deng/deng_ari.wav
deng,./content/dataset/deng/deng_bg_yasir.wav
deng,./content/dataset/deng/deng_bulek.wav
deng,./content/dataset/deng/deng_c_jal.wav
deng,./content/dataset/deng/deng_daudi.wav
deng,./content/dataset/deng/deng_dek_wah.wav
deng,./content/dataset/deng/deng_dinda.wav
deng,./content/dataset/deng/deng_faiz.wav
deng,./content/dataset/deng/deng_imam.wav
deng,./content/dataset/deng/deng_jahrol.wav
deng,./content/dataset/deng/deng_jessie.wav
deng,./content/dataset/deng/deng_jol.wav
deng,./content/dataset/deng/deng_kakak.wav
deng,./content/dataset/deng/deng_mamak.wav
deng,./content/dataset/deng/deng_muharis.wav
deng,./content/dataset/deng/deng_oja.wav
deng,./content/dataset/deng/deng_oom.wav
deng,./content/dataset/deng/deng_rafiq.wav
deng,./content/dataset/deng/deng_reja.wav
deng,./content/dataset/deng/deng_syifa.wav
deng,./content/dataset/deng/deng_tajrit.wav
deng,./content/dataset/deng/deng_te.wav
deuk,./content/dataset/deuk/deuk_abang.wav
deuk,./content/dataset/deuk/deuk_andra.wav
deuk,./content/dataset/deuk/deuk_apid.wav
deuk,./content/dataset/deuk/deuk_ari.wav
deuk,./content/dataset/deuk/deuk_bg_yasir.wav
deuk,./content/dataset/deuk/deuk_bulek.wav
deuk,./content/dataset/deuk/deuk_c_jal.wav
deuk,./content/dataset/deuk/deuk_daudi.wav
deuk,./content/dataset/deuk/deuk_dek_wah.wav
deuk,./content/dataset/deuk/deuk_dinda.wav
deuk,./content/dataset/deuk/deuk_faiz.wav
deuk,./content/dataset/deuk/deuk_imam.wav
deuk,./content/dataset/deuk/deuk_jahrol.wav
deuk,./content/dataset/deuk/deuk_jessie.wav
deuk,./content/dataset/deuk/deuk_jol.wav
deuk,./content/dataset/deuk/deuk_kakak.wav
deuk,./content/dataset/deuk/deuk_mamak.wav
deuk,./content/dataset/deuk/deuk_muharis.wav
deuk,./content/dataset/deuk/deuk_oja.wav
deuk,./content/dataset/deuk/deuk_oom.wav
deuk,./content/dataset/deuk/deuk_rafiq.wav
deuk,./content/dataset/deuk/deuk_reja.wav
deuk,./content/dataset/deuk/deuk_syifa.wav
deuk,./content/dataset/deuk/deuk_tajrit.wav
deuk,./content/dataset/deuk/deuk_te.wav
dingoe,./content/dataset/dingoe/dingoe_abang.wav
dingoe,./content/dataset/dingoe/dingoe_andra.wav
dingoe,./content/dataset/dingoe/dingoe_apid.wav
dingoe,./content/dataset/dingoe/dingoe_ari.wav
dingoe,./content/dataset/dingoe/dingoe_bg_yasir.wav
dingoe,./content/dataset/dingoe/dingoe_bulek.wav
dingoe,./content/dataset/dingoe/dingoe_c_jal.wav
dingoe,./content/dataset/dingoe/dingoe_daudi.wav
dingoe,./content/dataset/dingoe/dingoe_dek_wah.wav
dingoe,./content/dataset/dingoe/dingoe_dinda.wav
dingoe,./content/dataset/dingoe/dingoe_faiz.wav
dingoe,./content/dataset/dingoe/dingoe_imam.wav
dingoe,./content/dataset/dingoe/dingoe_jahrol.wav
dingoe,./content/dataset/dingoe/dingoe_jessie.wav
dingoe,./content/dataset/dingoe/dingoe_jol.wav
dingoe,./content/dataset/dingoe/dingoe_kakak.wav
dingoe,./content/dataset/dingoe/dingoe_mamak.wav
dingoe,./content/dataset/dingoe/dingoe_muharis.wav
dingoe,./content/dataset/dingoe/dingoe_oja.wav
dingoe,./content/dataset/dingoe/dingoe_oom.wav
dingoe,./content/dataset/dingoe/dingoe_rafiq.wav
dingoe,./content/dataset/dingoe/dingoe_reja.wav
dingoe,./content/dataset/dingoe/dingoe_syifa.wav
dingoe,./content/dataset/dingoe/dingoe_tajrit.wav
dingoe,./content/dataset/dingoe/dingoe_te.wav
droeneuh,./content/dataset/droeneuh/droeneuh_abang.wav
droeneuh,./content/dataset/droeneuh/droeneuh_andra.wav
droeneuh,./content/dataset/droeneuh/droeneuh_apid.wav
droeneuh,./content/dataset/droeneuh/droeneuh_ari.wav
droeneuh,./content/dataset/droeneuh/droeneuh_bg_yasir.wav
droeneuh,./content/dataset/droeneuh/droeneuh_c_jal.wav
droeneuh,./content/dataset/droeneuh/droeneuh_daudi.wav
droeneuh,./content/dataset/droeneuh/droeneuh_dek_wah.wav
droeneuh,./content/dataset/droeneuh/droeneuh_dinda.wav
droeneuh,./content/dataset/droeneuh/droeneuh_faiz.wav
droeneuh,./content/dataset/droeneuh/droeneuh_imam.wav
droeneuh,./content/dataset/droeneuh/droeneuh_jahrol.wav
droeneuh,./content/dataset/droeneuh/droeneuh_jessie.wav
droeneuh,./content/dataset/droeneuh/droeneuh_jol.wav
droeneuh,./content/dataset/droeneuh/droeneuh_kakak.wav
droeneuh,./content/dataset/droeneuh/droeneuh_mamak.wav
droeneuh,./content/dataset/droeneuh/droeneuh_muharis.wav
droeneuh,./content/dataset/droeneuh/droeneuh_oja.wav
droeneuh,./content/dataset/droeneuh/droeneuh_oom.wav
droeneuh,./content/dataset/droeneuh/droeneuh_rafiq.wav
droeneuh,./content/dataset/droeneuh/droeneuh_reja.wav
droeneuh,./content/dataset/droeneuh/droeneuh_syifa.wav
droeneuh,./content/dataset/droeneuh/droeneuh_tajrit.wav
droeneuh,./content/dataset/droeneuh/droeneuh_te.wav
dudoe,./content/dataset/dudoe/dudoe_abang.wav
dudoe,./content/dataset/dudoe/dudoe_andra.wav
dudoe,./content/dataset/dudoe/dudoe_apid.wav
dudoe,./content/dataset/dudoe/dudoe_ari.wav
dudoe,./content/dataset/dudoe/dudoe_bg_yasir.wav
dudoe,./content/dataset/dudoe/dudoe_bulek.wav
dudoe,./content/dataset/dudoe/dudoe_c_jal.wav
dudoe,./content/dataset/dudoe/dudoe_daudi.wav
dudoe,./content/dataset/dudoe/dudoe_dek_wah.wav
dudoe,./content/dataset/dudoe/dudoe_dinda.wav
dudoe,./content/dataset/dudoe/dudoe_faiz.wav
dudoe,./content/dataset/dudoe/dudoe_imam.wav
dudoe,./content/dataset/dudoe/dudoe_jahrol.wav
dudoe,./content/dataset/dudoe/dudoe_jessie.wav
dudoe,./content/dataset/dudoe/dudoe_jol.wav
dudoe,./content/dataset/dudoe/dudoe_kakak.wav
dudoe,./content/dataset/dudoe/dudoe_mamak.wav
dudoe,./content/dataset/dudoe/dudoe_muharis.wav
dudoe,./content/dataset/dudoe/dudoe_oja.wav
dudoe,./content/dataset/dudoe/dudoe_oom.wav
dudoe,./content/dataset/dudoe/dudoe_rafiq.wav
dudoe,./content/dataset/dudoe/dudoe_reja.wav
dudoe,./content/dataset/dudoe/dudoe_syifa.wav
dudoe,./content/dataset/dudoe/dudoe_tajrit.wav
dudoe,./content/dataset/dudoe/dudoe_te.wav
duk,./content/dataset/duk/duk_abang.wav
duk,./content/dataset/duk/duk_andra.wav
duk,./content/dataset/duk/duk_apid.wav
duk,./content/dataset/duk/duk_ari.wav
duk,./content/dataset/duk/duk_bg_yasir.wav
duk,./content/dataset/duk/duk_bulek.wav
duk,./content/dataset/duk/duk_c_jal.wav
duk,./content/dataset/duk/duk_daudi.wav
duk,./content/dataset/duk/duk_dek_wah.wav
duk,./content/dataset/duk/duk_dinda.wav
duk,./content/dataset/duk/duk_faiz.wav
duk,./content/dataset/duk/duk_imam.wav
duk,./content/dataset/duk/duk_jahrol.wav
duk,./content/dataset/duk/duk_jessie.wav
